,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
501172,501173,B000LKTZ5U,AH7FNYBYEBV9U,J. Louie,1,1,5,1242518400,job,"chose pasta gluten allergy . trying rice pasta , much mushy , happened upon . like regular pasta , texture hold well boiling . ca n't say taste better worse regular pasta , job ."
390820,390821,B00193WWW6,A28OH83W1EB3ST,B. Bailey,0,0,1,1317859200,sweet dry ? ?,"sound weird say , try understand . sweet like fresh pineapple ... much sweetness retained drying . go apple , pear strawberry/banana combo . much better ."
465132,465133,B0019H0YZ4,A1QTU5RH4HLDCO,Krissty341,3,3,1,1329955200,arsenic,would give zero could . please give child . giving 9 month old 4 month . look formula history non-bias study showing arsenic organic brown rice syrup . please research give little one formula . parent go research try provide best child company okay amount arsenic formula . okay ... pesticide formula . shame nature 's one shame . please deceived like .
166895,166896,B0015VVS2M,A2DXE53IRPM2F5,"Karen S. Soro ""always curious""",3,3,5,1238025600,zola !,tempted put one star- everyone found good stuff is- would always stock would never able get ! ! ! !
175647,175648,B002MUMS0G,A2F4U1QWKFTHO2,"A. Goldman ""Spinner""",3,3,1,1318550400,dissapointing !,"agree shelley 's review . many gummy piece melted unrecognizable mess . half box unusable . also , taste lacking ... texture hard difficult chew ."
381087,381088,B0007U5J40,AGCJI4YJM3PWZ,CSCHULTE3069,0,0,5,1351209600,happy customer,like sponge candy- never tried before- really missing . able obtain product usually friend bring back holiday u.k. < br / > < br / > please online-
501350,501351,B000FBOAO6,A1B2EHRH64Z9FU,"Leslie Ann Coyle ""Fanfi""",0,1,5,1271808000,best cooky ever,love cooky . delicate taste wonderful . great ice cream pudding . course alone wonderful . geared adult taste .
400758,400759,B001EO68DY,A2HANDIKYPCE31,D,2,3,5,1322352000,1 tbsp sleeping night,"holistic dentist told , sleep night , take one tablespoon grade b organic maple syrup bed . work husband ."
9215,9216,B006N3IG4K,A4TQYZPJ1V8M6,Sam00,0,0,5,1313020800,great,exact one bought store lot cheaper . recommended keurig drinker .
467770,467771,B000V1O28Y,A2UE9VE3C74TJN,"R. Koehler ""Ronko""",12,12,5,1242777600,great,price get nice piece chicken breast formed real chicken breast dressing good . ca n't get cheaper store . delivered every month subscribe & save 's like $ 2.20 meal delivered wish compleats line .
61049,61050,B000FA38ZY,A1APW5TK8QSA68,William Garrison Jr.,0,0,4,1319500800,tasty choc marsh-mellow cookie,"`` mallomars '' nabisco [ kraft food ] , labeled `` pure chocolate '' cooky . well , let 's define `` pure chocolate '' : , mean ` chocolate ' , guess manufacturer mean chocolate n't ` unpure ' - whatever may mean . essentially , marsh-mellow sits atop vanilla cookie , enclosed ` pure chocolate . ' anyway , pertaining free box received review , appeared mallomars left storage facility toooo long : edge chocolate cooky looked like kind ` freezer burn ' - yellowing . third item cookie separating marsh-mellow . looked like past prime , ` expired ' even - although box code stated shelf life okay 8 feb 2012. nonetheless , closing eye tasted great ! father mother liked . content better good : including cookie , marsh-mellow chocolate . ` pure chocolate ' n't great expensive chocolate get switzerland , mallomars ' chocolate tasty . yeah , 'd gladly buy box ."
91342,91343,B000VK9XQ6,AV0MC4SVEWWZQ,WIA,0,0,4,1330819200,love brown rice loaf ener-g,brown rice loaf staple home . best toasted. < br / > great sandwich ! buying bread 5 year .
57497,57498,B000E4C1OK,A4IGOABVAJ3CJ,Carol A. Billek,4,4,5,1190937600,like home,"like home ; < br / > grew cincinnati thought would never enjoy `` taste home '' , tried product ! < br / > delicious , like `` '' ( live east coast ) < br / > 35 year , enjoyed taste home"
456904,456905,B001KP6B98,A7JOBMD0LENLC,K. R. Jakob,3,3,5,1229385600,tasty ! ! ! !,"found item thrilled . candy holiday favorite year parent 's home , available time . 'm pleased quality candy . remember !"
506852,506853,B000CQIDHO,A32X4LQ3K4YB2J,Regina L. Mcilwee,0,0,5,1221436800,great tea ...,best red rooibos tea found ! ! recommend friend ...
428536,428537,B002R8J7YS,A3E0JMFE54420V,KP,4,11,1,1301616000,cause tooth decay !,"look carefully ingredient ' list ordered treat . arrived , noticed contain molasses cause tooth decay ended sending back . hard , crunchy treat dog definitely going use back teeth chew could get cavity . smell great contain healthy ingredient , n't worth take chance . tasty dog treat market wo n't worry sent back ."
367730,367731,B003B3OOPA,A23VYXQCJ6T5ZH,Star471,1,1,5,1338940800,great stuff !,use hair care supplement . work hair healtier since 've started using . health benefit enormous ca n't wait see result .
19211,19212,B001E5E20O,A56Y7MX2QGTN8,Gregory Dodge,0,0,5,1247875200,real tea start,"earl grey tea one favorite tea . important organic tea , seeing steep boiling water , go wrong tea . rich fragrant smell soon open . bag , strainer ball handy . recommended ."
514881,514882,B001SITXH4,A33XHZD5JI6BRX,D. Caslin,1,1,4,1301270400,great stuff !,"spicy thai beef jerky make quick high-protein snack meal . would give five star n't tough , unchewable piece every bag . tender piece good ."
418258,418259,B001QTP9SC,A2DMK18N85CCVQ,Vicki B.,9,9,5,1244160000,nice hand .,"nice pantry time milk need baking , cooking , etc . 's fine powdered whole milk powdered skim milk , good whole milk flavor . also good keep around one person even two , n't drink much milk . need baking whatever ."
370763,370764,B0015DEHEG,A1LYANG6HNAL2T,Susie Q,1,1,5,1292457600,robust mint,started buying mint available locally . 2 year ago disappeared store . liked much checked online see possible find order . year order several box friend also fan . love make mouth feel fresh -- wonder still store .
384156,384157,B000EVWQZW,A2LF17MQQXZJ1E,A. M. Rice,1,1,5,1220054400,finally ... great gf bread !,"bread actually taste like ... bread ! change gf bread 've tried . 'm excited try line . , 'll admit , appearance bread nothing like loaf french bread , texture actually pretty close . little doubtful would taste good due look , bite decided look n't important taste like !"
526800,526801,B001FA1L8O,A1B5MK8PO6OPBY,Rowernurse,0,0,5,1264809600,best pancake waffle mix,really try . make tasty soft waffle slight crunch crust.i prefer original pumpkin flavored . try mix little vanilla .
27360,27361,B000GG5IZA,AX1VRNGLJL99E,sharelyn4444,1,1,5,1307750400,sharelyn4444,love tea ! drink sweetened stevia sugar drink unsweetened . always drink iced
51390,51391,B0014UAHQM,A1W2DNOW9E37N0,M. Austin,0,0,5,1325808000,"best sweetener , best price web","use stevia sweetener , mostly morning coffee . amazon best price could find web packet . easy use last long time ! thanks !"
208651,208652,B0007Q426U,A1C63J2448Z4I4,"Neil F. Mcglone ""GrillSargaent""",2,3,5,1151884800,lindberg snider porterhouse & roast seasoning,"one best seasoning 've ever user , particulary grilling meat little-known scarcely available cut called `` tri-tip . '' sprinkle liberally side meat , refrigerate overnight grill high heat side 8-10 minute , depending thickness desired finish ."
218606,218607,B003TWBUWI,A3AF3HN5SBBK6L,Michael Gregory,0,0,5,1345593600,soft healthful,"soft n't hurt teeth . taste good good piece fruit diet lower digestive health . potassium sorbate preservative . 'd rather sulfur dioxide . watch sugar intake , need one two day ."
164845,164846,B002O0ZNXI,A3TP6T19NC3JAS,P. Yocum,4,4,5,1294012800,puppy love !,"puppy absolutely love treat ! product listing , claim good alternative rawhide chew . definitely n't agree , last nowhere near long rawhide . nonetheless excellent occasional treat . pup go nut see opening bag barely contain joy 's chewing it. < br / > < br / > chihuahua/dachshund mix -- quite `` petite '' -- 's vigorous chewer polish one 10 minute le depending elated . usually give half chew , make bag last longer since think whole one bit much dog weighs le 10 lb !"
200927,200928,B000JJK0B6,A3C9UMLP0RFO,Native New Yorker,0,0,5,1214870400,healthy treat carbohydrate lover .,"grew eating finn crisp lot store area live n't carry , grateful able find amazon.com. < br / > < br / > like lot people , crave carbohydrate , happy find finn crisp able eat healthier version carbs . eat either herring , deli meat , would tasty kind spread sliced cucumber veggie put top it. < br / > < br / > also allergic wheat , especially happy able find crisp bread made rye , always loved taste well ."
100999,101000,B001E14G5O,A2P1AUPIH4Y6PK,Canyon Lady,0,0,5,1345075200,delicious 'tonic-like ' tea,"introduced tea local restaurant went absolutely crazy . unique flavor healthifying blend green black tea yerba mate , along light touch ginger , wonderful thirst quencher . tonic health energy , find drinking daily instead usual afternoon coffee . perk body brain without jittery effect caffeine . find get delightful pick-me-up later day -- need -- without negative affect keeping night . tad expensive , continue buy sportea enjoy delicious brew . part every day routine ."
351469,351470,B000E9WC4Y,A32QUWSSPHYYIK,"C. Nguyen ""foodchunky""",4,4,5,1180569600,great crepe,"crepe soo delicous ! 're great icecream , tea . like one tin better . shown paper box . price ok. 've gotten cheaper store california . bought 40 tin box $ 10 . anywho , 're yummy delicous great gift basket ."
223312,223313,B002QGK2V8,A7M95SPSXWUHR,L. Olveda,0,0,5,1296432000,awesomely great !,never coffee drinker tried kahlua coffee ! first sip hooked !
527104,527105,B002FJM9SU,A13DWE1O2LJIZP,marina,4,5,1,1310256000,three brown hair found formula !,'ve buying formula 3 month daughter like brand tried . today opening one can latest delivery amazon found three brown hair powder ! make concerned quality control product . wonder whether continue using it. < br / > incident would rated formula 5 * .
415185,415186,B001EQ4JFQ,A27NTHPTRXB766,"Sandra L. Thornton ""typingterror""",0,0,5,1307750400,yummy product,favorite nature valley like eating healthy dessert . could bear part greedy little piggy flavor .
257384,257385,B0029NLV8G,A3IINUJ0L32ZR0,Barbara Dewey,0,0,5,1326672000,good,old cat lost teeth appetite seems food one always eat . granddaughter cat 3-4 year 14 though thin active healthy .
415032,415033,B000PGHLNS,A1KVGZQHW38057,"C. List ""RealDeal""",0,0,5,1325894400,delicious shortbread !,childhood favorite husband ; thrilled get christmas ! last minute gift idea ... arrived plenty time wrap & put tree .
136355,136356,B006Q820X0,#oc-R2T4CCHC2AETHN,mineolacoffee,1,2,1,1336694400,wont work keurig coffee machine,k cup brooklyn coffee may little taller ? n't know wo n't work keurig machine ... mess < br / > n't buy save money db
62154,62155,B000CQG8K8,A32VNF9TDOD9OS,AV 1611,0,0,5,1341705600,good tea,getting tea . herbal tea past tasted ( ) like drinking grass . yuck ! recently bought tea honestly say like buy . personally add little milk stevia sweetener . also like jasmine tea make .
370963,370964,B0036WV03K,A1NH65Y86Q6JNS,NJGirl1,0,0,5,1304294400,best healthy dog food ever ! ! ! !,"yorkie severe alergies . tear alot constantly scratching . wellness super5 small breed condition n't improve switched california natural rice lamb small bite . tearing scratching lot le food week ! truly think 's limited ingredient contained new food . also , yorkie finicky inhales like 's tomorrow ."
451121,451122,B001E77LUK,A14DNCG5WHM86Z,Jennifer,0,0,3,1244160000,"reminiscent s'mores , mean perfect execution","s'more addict , saw cereal , get . excited say least. < br / > < br / > tasted it. < br / > < br / > n't get wrong -- 's definitely tasty ... 's wanted . `` graham '' piece air-puffed piece n't really taste much like graham cracker -- cereal would much better graham piece & agrave ; la golden graham ( except 's another company sure reason could n't ) . marshmallow ratio nice -- always favorite part breakfast cereal ! okay milk -- 'll probably eat dry on. < br / > < br / > , overall , tasted vaguely s'mores ... blindfolded , probably would n't able guess . would still eat , course . : ) plan enjoy rest four box ."
170435,170436,B0000GK086,A1CP5CAA470KHO,Jossie A Picard,0,0,1,1324425600,pure trash,"order pure trash . assorted `` mexican candy '' small ziplock bag . bagged long , old , `` bled '' wrapper , product bag coated sticky residue . gave threw bag away . amazon ashamed offering product !"
413461,413462,B0017M5V9A,AFDAQVQV7N8I1,K. G. Sowers,5,5,1,1337990400,"unfortunately , moth like pro-pest better","unscientific personal research home , experience : < br / > reading pro con propest safer brand clothes moth capture , n't sure one would work best , : ordered , put one room suspected moths. < br / > day 1 : pro-pest moth trap ; safer none < br / > day 2 : pro-pest 10 v. safer 1 < br / > day 14 , safer trap still zero moth , propest continues capture . tried switching around , see somehow positioning gave edge , nope : pro-pest get safer brand . 'm believer order pack pro-pest !"
300689,300690,B003J9USLK,A317ZUNB744L6E,Julie-in-TX,13,13,1,1328659200,arrived bag residue,"ordered jellybeans wedding . arrived quickly seemed like old improperly stored . bag arrived dirty , sealed twist-tie inside bag pink residue . jelly bean , white logo melted . returning immediately ."
203691,203692,B000L40KRS,A2FQALSPP6YSJ0,Byron,1,1,3,1225324800,inconsistent quality,"first tasted tea 6 month ago , bought grocery store philadelphia 's chinatown , 25 bag $ 3.00 remember . good , similar tazo `` china green tip '' , stronger , equal 2 bag tazo . ordered 100 bag , inexpensive , gift friend another state month . delivery service fine . tea tasted awful , brewed filtered water fine . asked friend throw out. < br / > next time 'm chinatown 'll try another 25 bag box . almost good much expensive longjing/lungching tea 've `` teaspring '' ."
331076,331077,B002QGZ7AE,A26HFSVLAGULIM,"Heather L. Parisi ""Robert and Heather Parisi""",1,1,4,1157328000,true 'mainstream ' diet snack --,"first thought : brings back old memory < br / > < br / > recently tried little wafer recalled worked office nearly 20 year ago . whenever director skipped lunch , ran department pleading lady pull something handbag desk might get till 5 o'clock . usually ended couple packaged saltine long since turned stale mostly crumbled crushed bottom handbag desk drawer . came realize girl kept stale cracker - guess really admired . 'nabisco oreo thin crisp , baked chocolate wafer snack ' would served purpose much better saltine , would rather old favorites. < br / > < br / > nutshell : nice dieter coffee break time -- cream & sugar please < br / > < br / > basically , minimalist snack people eat something in-between meal n't want 600 calorie confection . 's biggest print label say , `` 100 calorie pack '' -- 4.5 inch across ! < br / > < br / > 's stuff : enriched flour + sugar + `` artificial flavor '' & `` artificial color '' & little canola oil < br / > < br / > 2 gram fat & 9 gram sugar 23 gram package = 100 calorie < br / > < br / > bottom line : pretense -- simple lean sugar wafer usual additive < br / > < br / > diet snack go okay stuff carry . one avoid calorie dense alternative wafer hand , making sort antidote vaccine dropping energy blood-sugar level late afternoon may lead large unplanned snack . purpose great product know director , 20 year ago , would given anything modest wafer available instead usual stale saltine subsisted many long afternoon . director n't find saltine around office 'd head straight mcdonalds rest history ."
154583,154584,B002AQ0OL2,A3BXZL7E9RMML1,"James Chlopick ""UALRSSR""",0,0,5,1340755200,love coffee,love coffee much . upset get subscribe save anymore . : ( going try find new coffee .
428069,428070,B003KRHDMI,A3OJLNSPG7195V,"golf_rulzzzz ""Syd""",0,0,5,1328486400,handy,great ! hold different coffee neat compact place . also help n't box cluttering place ! ! ! would order mom sister first ! ! !
401807,401808,B0017JFYW2,A21EC0E50VB3SU,bugs6685,0,0,5,1312243200,pup love,2 dog love treat feel guilty giving day extremely healthy . trainer call one bite treat fairly small light take pup long eat always asking .
132159,132160,B000CQIDHE,AUVN6DFOBM27A,Diana Stein,0,0,5,1240358400,stash premium herbal tea,"wonderful taste - refreshing thirst quenching ! < br / > stash premium lemon ginger herbal tea , tea bag , 20-count box ( pack 6 )"
373512,373513,B001HXN01A,A3VCIFAN4AMN9Y,William Wortman,0,0,5,1252281600,great coffee,little coffee give great taste sweetness . use time great thing expensive vanilla coffee grind .
334388,334389,B001D6TUXS,A37RJ70GZ318SQ,DJ,0,0,5,1300406400,baby love,"picked bar one night gym 18 month old . bar soft chewy chock full great ingredient . felt good giving . begged one every time went gym , course crazy expensive . hopped amazon found box 12 half price gym . arrived right away , keep ordering ."
531906,531907,B005K4Q34S,A1MFFOE8E33GFE,carol,0,0,4,1325462400,easy good,good tasting treat . want plug keruig maker need hot water
397853,397854,B002RNYAHM,A73X1ZG15JJON,W R Strassberger,1,1,2,1342742400,wo n't order,"although good luck purchasing lindor truffle amazon previously , time disaster . package arrived damaged melted chocolate everywhere . considering elderly parent assisted-living facility , frustrating put . 'm giving two star refund made promptly , product shipping ."
265015,265016,B000CQ5D1I,A17UL6EGY9DP7E,Sheryl11,1,1,5,1301356800,excellent vanilla bean,"used combination bean included mexican bean make homemade vanilla extract , vanilla sugar vanilla splenda . everything came great . bean fresh fragrant . package arrived quickly without incident . definitely buy ."
423767,423768,B000YV7WOC,AEFGX6CCKWBIF,"J. Blake ""Through the Stained Glass""",2,2,5,1316476800,heaven !,"ordered 2 can arrived today . can well packaged sufficiently protected . fresh , crisp , delicious - definitely restock time time ! !"
119567,119568,B0041LHND6,A15ODAWAVJLJ3V,Bamm!,0,0,5,1343260800,great bone !,80lbs lab mix loved bone ! perfect size chew . definitely would recommend others !
470476,470477,B001D9ZV5G,A3KE2IZBBFPS9I,Wendy W Roberts,1,1,5,1328054400,hip action,sure giving lab treat make feel better would really work . running walk easier time getting nap ! ! < br / > great product plus love taste
35595,35596,B005GRAT4O,A1HOUDPBSL69Q,C,1,2,1,1350691200,shocked content !,"chose brand baby food dont enough time prepare . organic nice seemed . state 6 month . son 7 month . sudden started drinking large amount water lead look closer label . 20 mg sodium thing ! ! baby 1 year kidney function eat salt ! sudden break out face . happened twice . looked eaten two time . spinach ! baby one year spinach ! absolutely puzzled company producing food baby , idea general knowledge concerning baby . taken son food making hope damaged little body two week eating `` earth best organic '' !"
214121,214122,B003VTLOQQ,A18MXEW7BUZ5MI,babbleonandon,1,2,1,1305504000,buy - stale inedible,"bought gift sent someone . hard rock , broken inedible . turned cool gift idea pain ... oh way sure care step recipient go ... oh yes gave gift ... sigh ... disappointing ... use amazon easier make hassle gift recipient .. well box clearly inedible awful ... actually recipient mentioned package would preferable eat stale nasty candy received ."
530568,530569,B000QV2GNW,A35EMY3ELTGU3L,J. Davis,1,1,5,1275436800,say ...,"yummmmmmm ! ! ! ! far favorite granola bar . little pricey , worth good quality product ."
138656,138657,B000IK8SSS,A38KK0SZYEH5UD,Busy Executive,0,0,5,1327104000,treat good plenty addict ...,"someone family serious licorice lover , santa decided try step twizzlers good-and-plenty candy usually find christmas stocking . n't disappointed - taste great , even seem le calorie per mouthful . packaging attractive make great gift , even look nice sitting finest candy dish , assuming last long enough anyone see them. < br / > < br / > definitely recommended licorice lover !"
447760,447761,B000MIAOYC,A384LZOLFNB023,"NeverSleepsaWink ;) ""&#60;3""",4,4,5,1204848000,cream broccoli,"favorite store bought soup ever ! ! ! love cream broccoli , son ! ! came $ 1.70 .. free shipping . cheaper amazon , stater brother $ 2.00 sale . including sale tax , gas use get store ; )"
416755,416756,B001ELL3IM,A36JZ0NOP4BXU3,J. R. Robertson,1,1,5,1320796800,ca n't believe 's brittle !,ordered judy 's candy company sugar free peanut brittle number time still ca n't believe 's real brittle . thought needed real sugar make real brittle judy magic . time pack broken ; usually break anyway make guest think real thing . got ta try . good holiday season .
431147,431148,B001M050CA,A2AV1LZY0VBF8C,Ms Muffet,1,1,4,1277769600,"good hot cocoa mix , ....","usually buy nestle 's hot cocoa mix milk chocolate flavor. < br / > time , decided try dark chocolate flavor 've < br / > never . husband love dark chocolate form , < br / > never really cared . well , still n't . < br / > flavorful hot cocoa , think 's much sweeter milk < br / > chocolate flavor yet chocolate-y ; creamy . flavor < br / > ok price good amazon 'll use 'll < br / > go back milk chocolate flavor next time order. < br / > way , 've tried every popular brand hot cocoa mix < br / > nestle 's win , 's contest . , say , < br / > '' nestle 's make best - chocolate '' ."
345532,345533,B00451SD4U,A100R4CDI5LE3I,RealC25,0,0,5,1326412800,great taste,great medium coffee keep coming back . tried many different k-cups found caribou blend fav . enjoy
178597,178598,B005GYJUK6,ADP90UE5RC3H4,deadwoodgal,0,0,5,1335830400,excellent !,"great tasting sugar free syrup . use make peach dacquiris , turn yummy ! highly recommend !"
30882,30883,B007M83302,A1CVEGNOQ62A25,Edward,0,0,5,1327881600,sweet potatoe review,"dislike lump review flavor together . rate 5 star flavor amazing . love popchips . bbq cheese one fav , recently ordered sweet potato found lacking taste . fact , tasted like type chip , lacking flavor . looking forward trying chili lime ."
24807,24808,B0021L8XTG,A1W2F15YRW36XF,CallieRFrazee,1,1,5,1314576000,puppy love !,"dog treat smell awful puppy/dog happiest 've ever seen life . ever find annoyed puppy he/she want play , play , play ... give em one little thing hear peep hour ! kind messy , sure give one puppy safe area . course , always keep close eye him/her one bone !"
118868,118869,B0032K1W98,A3H8HR1ZO21WG,banana lover,0,0,5,1331856000,wild banana,"fortunate enough receive chiquita banana bread mix gift , loved simpleness making . thrilled find available amazon . simple choice purchase order arrived time great condition . wo n't hesitate order ."
474374,474375,B001FA1MHY,A6N9KUXR3KWLM,Elijah Angote,0,0,5,1342656000,absolutely delicious . profoundly addictive .,absolutely die . great tasking natural snack never get old . bought macaroon closest thing snack used purchase roadside vendor attending school kenya . snack called `` kashata '' made almost ingredient product 'm glad able finally enjoy tasty treat childhood day !
278422,278423,B0041QGC0Q,A2T6ZE7N9P0L3B,Heydekrug,3,3,5,1315612800,great way start morning,"coffee smooth without bitterness . perhaps everyone change pace heavy roast coffee currently favor . usually drink three cup morning work seems easy stomach well nerve . usually like jacob meister r & ouml ; stung fresh coffee home work use dark roasted coffee strong taste . keep jar douwe egbert desk . jacob coronet instant similar little stronger. < href= '' http : //www.amazon.com/gp/product/b0041qgc0q '' > douwe egbert pure g.old instant coffee , 7-ounce jar < /a >"
105370,105371,B001EQ4QJK,A2YSA6RZMKD9LC,Jp,5,5,4,1322179200,spicy,taste great n't even spicy something would labeled jalapeno . still buy expecting spicy n't surprised mild .
332628,332629,B003GS5FMQ,A3JF1Z0ORIB00P,J. Dodge,0,0,5,1257120000,love pecan !,"love pecan product delicious ! lot large toasted pecan bag along peppery seasoning , dried cranberry dried orange rind . quality product superb . keep bag desk drawer work day stop eating . bit pricey , disappointed love pecan . ordered 5-ounce pouch pack 6 amazon.com . arrived great condition within day ordering . yummy !"
404375,404376,B001EQ5JMS,A3NGOXYAWCM40U,"Ysaac J. Chabo ""Ysaac""",1,1,4,1293494400,cuban coffee,know pilon coffee since early childhood cuba . 's good espresso type coffee one best price tag market .
22940,22941,B004ZIER34,A2VDZ27CMLJVVH,A. FLYNN,0,0,4,1318550400,.... would drink sure .....,"received product amazon vine program. < br / > < br / > love coffee , drink much sensitive amount acid coffee . decided try puroast see brand . low acid coffee past n't taste good ! < br / > < br / > like : < br / > < br / > 1 ) taste ? n't suck . regular coffee , drink health reason ... could. < br / > 2 ) smell ? smell like regular coffee . n't drink coffee ? < br / > 3 ) price . already pay , problem . note : drink good , pricy coffee. < br / > < br / > health issue need drink low acid coffee , pretty good . , regular coffee , looking buy low acid coffee , looking coffee good taste . good . liked . definitely worth try ! !"
215326,215327,B001EO5QPA,A3C39I4ZCC5212,Anthony Quang Pham,0,2,3,1310169600,strong ...,"first bag chai tea say , 's extremely strong try drink straight . barely taste tea , bit bitter , extremely strong spice taste. < br / > < br / > get better water lot , take lot milk ( basically chai tea latte ) , suppose 's supposed drunk . start losing base tea get spice ."
121755,121756,B000F0DW0U,A3A8OCDXDUNF5Q,Dom-T,4,4,5,1334102400,"quick , easy , delicious","falafel kit saved many time . always buy box forget . , run grocery 'm rifling cabinet something tasty eat , ! falafel ! sometimes eat , pita , crumbled spicy tofu ."
326845,326846,B0014JUPTW,AUDFIT02O76Q0,Ct Yankee,0,1,4,1295568000,lotsa chocolate,short & sweet . chocolate delight hard find many area . found amazon & bought case & surely buy . thing `` chocolate fix '' .
31700,31701,B001MURXMK,AH15LB0KISOK2,Sarahnarizona,0,0,5,1328313600,wow ton yummy cooky ....,first 4.6 lb cooky lot cooky . 12 individual package cooky 3 type nice large tin . walker cooky always yummy cooky tin exception . bought gift boyfriend amazing hospital stay . tin sturdy tasteful decoration . would make perfect gift occasion !
317774,317775,B005K4Q1RW,A3UXG79BX7IO4Z,Stacy B.,0,0,5,1326326400,10 calorie !,love product . 10 calorie ! great alternate drink normal 80 calorie cider ! taste fine better 80 cal option .
106010,106011,B0008IV4W2,A2VAXZLJPZ4AX1,"M. Lyon ""Natural Letters""",0,0,5,1340928000,belly fat cure,product `` belly fat cure '' approved jorge cruise . used product make brownie recipe book 'the belly fat cure ' . best brownie ever ! !
163076,163077,B002CJ9EPO,A2LASORRVJQI66,"C. Peters ""Working 12-5""",0,0,5,1336521600,great tomato packed carefully,"first time purchased brand whole canned tomato . judging taste quality canned whole tomato . tasty glad organic. < br / > < br / > actual tomato leaf . like many nightshade , tomato leaf stem contain atropine tropane alkaloid toxic ingested . hope cooking helped destroy toxin , ate whole ... 7 rom tomato minus 3-4 leaf . least tomato partially unpeeled. < br / > < br / > also almost can dented . packaged flimsy large box . professional. < br / > < br / > wo n't purchase again. < br / > < br / > update : leaf inside basil leaf tomato leaf . leave above-reference tomato leaf help others know poisonous. < br / > < br / > contacted amazon customer service . going send another box hopefully dented like first one . . refund say. < br / > < br / > second update : second case arrived dented ... mainly time came box inside another box padding around inner box . customer service amazon helpful soon told problem original order 's dent immediately remedied problem . way go , amazon ! ! ! yes , definitely purchase ."
483814,483815,B003XDH6M6,A3SMV35531YME,BookAddict,0,0,4,1311638400,great flavor,"'m fan entire line newman 's product . licorice slightly softer easier chew major brand . pomegranate flavor original , thought , quite good . one disappointment , sugar used organic , regular corn syrup used ."
477448,477449,B004OR0UXM,A2MZBTRREF5UQ,KittySneakers,2,2,5,1320364800,good quality,"like . short enough cute , stretch enough cover everything vital . comfortable stretchy , tight . wash nice without pilling problem gold rear design peeling coming ."
169290,169291,B0001ES9FI,A1FF22MD6MMXBZ,Malk,0,0,5,1334966400,senseo coffee pod,know always perfect cup coffee foam top . extremely easy make cleaning take le minute . highly recommend .
304735,304736,B000HQPGF6,A3HCHJAXRN8OXA,Jennifer Moreno,1,1,5,1235001600,best italian seasoning,"seasoning blend used carried local store , suddenly could n't find anywhere . 'm happy able order ! 's much regular , grocery-store mix oregano , parsley , greenery. < br / > < br / > use many thing . course , 's great italian dish . 's also livened thing sausage ball , spinach dip ( good ) , even oven-baked chicken . never thought 'd order spice online , never thought 'd happy see package arrive . : )"
336036,336037,B002T1BV5Q,A241PVKCR4JHAU,lukeallen,0,0,5,1348358400,great chili,order company need . everything stated . good product . make great sause .
383182,383183,B000F4ETUS,A1G74LVQBHXR55,birdstorebird,0,0,4,1343692800,yum pineapple !,"use everything . fantastic natural sweetener . great cake muffin . kid like right . juice good tropical cocktail . oh , tin taste ! cloying syrupy . plain pineapple goodness . ca n't go wrong product ."
100011,100012,B000LQORDE,A2DY9M3BW63YY4,Long Phung,0,2,5,1308441600,good noodle,bought 2 package family 's almost gone . noodle good even though 's spicy
6259,6260,B000E65OF6,A281NPSIMI1C2R,"Rebecca of Amazon ""The Rebecca Review""",0,0,5,1211932800,perfect evening,"valerian chamomile blended spearmint leaf , lemon grass , hawthorn berry orange blossom create delicious tea savor late night drift dream . tea much effective regular sleepytime say sleep cycle fairly regular much fewer night tossing turning . may also find mood next day rather mild feel relaxed general . could due getting good night 's sleep change could valerian lasting effect . valerian effective herb ca n't get sleep tea highly recommended insomnia . unlike sleeping pill , wo n't feel groggy next morning . blend little lavender orange blossom honey enhance deliciously mild minty tea. < br / > < br / > ~the rebecca review"
423994,423995,B002E0S506,A20713QKOYN8X2,MidnightRunner,1,4,2,1336348800,"like product , arrived 2 month expiration","amazon like first review pull punch time ( leaving 2 star ) . ordered another grocery item le 4 month expiration ( v 6 month typically item store ) . go go squeeze pack received 2 month left expires ( expiration 7/21/12 today 5/7/2012 ) . typically 9 month shelf life store . also noticed slight plastic taste/smell tried one suspect come sitting longer shelf . noticed much faintly one purchased store good another 9 month . overall really happy purchased amazon , buying locally. < br / > < br / > two star handiness product . ok applesauce kind ' small adult 3.2oz , ca n't beat pack-ability . also real big fan plastic smell/taste notice opening product . say package bpa free , though say packaging ."
301517,301518,B000WAC1F0,A1OM0YEFH1LMWK,La Piccola,0,4,1,1221436800,ewww !,"primary ingredient potato flake . guess 'll fill dog , nothing else . really nothing else. < br / > second primary ingredient chicken meal . 's source protein 's even real chicken. < br / > 's organic n't mean 's good dog . organic low-quality ingredient still low quality ."
297220,297221,B002ARBE9W,A1O1D3OU5BP96X,"Peggy ""Peggy Davis""",0,0,5,1280966400,taste like homemade,geraldine 's cheddar cheese straw taste almost exactly like one child . best ! natural ingredient .
308870,308871,B0029NGX34,A2H6VDVRONB9SJ,edd,1,1,5,1325721600,yummy,nused t6his product shelteer sick cat would eat.when warmed smelly best remedy cat upper resporatory infection . rescued tiny kitten flea infestation starvation would eat baby food . n't brought home whiskas chicken ate cat food . enjoy whiskas meal .
